"","estimate","X2.5.","X97.5.","margpp","beta"
"VSX2",0,0,0,4.53271912275644e-05,0
"XBP1",0,0,0,2.08725341899886e-05,0
"YY2",0,0,0,8.29143739137632e-06,0
"ZBED1",0,0,0,0.00123740817418708,0
"ZBED2",0,0,0,0.000223846952441104,0
"ZBED4",0.00079922762430728,0,0,0.0131615782033235,0.00117305777592923
"ZBTB11",0,0,0,2.87024471702706e-05,0
"ZBTB12",0.114624087589431,0,0.290312250565242,0.585671067509189,0.116965623066194
"ZBTB14",0,0,0,0.00123326439819032,0
"ZBTB17",0,0,0,1.58278936496519e-05,0
"ZBTB18",0,0,0,8.91240754311442e-06,0
"ZBTB24",0,0,0,0.00032540399302813,0
"ZBTB26",1.96178578566462e-05,0,0,0.000729914602175043,0
"ZBTB32",-0.036574116707044,-0.193856889100515,0,0.246825652250889,-0.0366468709282348
"ZBTB33",0,0,0,0.000322178950136435,0
"ZBTB6",-0.000601324982098178,0,0,0.00937163961159606,0
"ZBTB7A",0,0,0,8.06007229808475e-05,0
"ZBTB7B",0,0,0,0.000263307321674895,0
"ZBTB7C",0,0,0,2.88183957501456e-05,0
"ZEB1",0,0,0,2.87494479967974e-05,0
"ZFP14",0,0,0,1.33365812332112e-05,0
"ZFP42",0,0,0,3.02041286315872e-06,0
"ZFP57",0,0,0,9.61566393347637e-05,0
"ZIC1",0,0,0,3.4428073776683e-06,0
"ZIC4",0,0,0,4.2029616975528e-06,0
"ZIC5",0,0,0,1.07942404436245e-05,0
"ZIM3",0,0,0,3.38116708985531e-06,0
"ZKSCAN1",0,0,0,2.84219430209038e-05,0
"ZKSCAN3",0,0,0,6.66724754026385e-05,0
"ZKSCAN5",-0.00040533009715428,0,0,0.00910354760923764,-0.000633729593400597
"ZNF135",0,0,0,9.64702428512765e-05,0
"ZNF136",-2.29527743975834e-05,0,0,0.00298076175869352,0
"ZNF140",0,0,0,0.000186758844185127,0
"ZNF143",0,0,0,1.36653949715618e-05,0
"ZNF148",-8.29823988082337e-05,0,0,0.00620853279320159,0
"ZNF175",0,0,0,0.000179573105206496,0
"ZNF184",0,0,0,2.09562189143283e-05,0
"ZNF189",-0.261402435251666,-0.354227512919306,-0.160834836115255,0.962634972104639,-0.259362569798744
"ZNF211",0,0,0,1.80865983222662e-05,0
"ZNF213",0,0,0,3.0565063636787e-05,0
"ZNF214",0,0,0,9.9635630632102e-06,0
"ZNF24",0,0,0,0.000238214077384935,0
"ZNF257",0,0,0,2.7522987158535e-06,0
"ZNF263",0,0,0,0.000110710805481981,0
"ZNF274",0,0,0,3.20396777821227e-05,0
"ZNF281",0,0,0,3.62305959382064e-05,0
"ZNF282",0,0,0,0.00133311262210696,0
"ZNF317",0,0,0,0.000953736272155587,0
"ZNF320",0,0,0,1.84283350033214e-05,0
"ZNF324",0,0,0,0.000128600545411122,0
"ZNF331",0,0,0,1.54466715376841e-05,0
"ZNF341",0,0,0,4.77916050643588e-05,0
"ZNF343",0.00115167336982481,0,0,0.0163000042958607,0.00125262075981835
"ZNF35",0,0,0,6.4270773144505e-06,0
"ZNF354A",0,0,0,4.83501987480505e-06,0
"ZNF354C",0,0,0,3.81554709514335e-05,0
"ZNF384",0,0,0,1.32940099210962e-05,0
"ZNF410",0,0,0,6.60522688997248e-05,0
"ZNF416",-4.80048894697542e-05,0,0,0.00134728999846105,0
"ZNF417",0,0,0,1.33574114805641e-05,0
"ZNF418",0,0,0,1.80813966237362e-05,0
"ZNF449",0,0,0,0.000146744555017063,0
"ZNF454",0,0,0,8.39241885251741e-06,0
"ZNF460",-0.000170197502740379,0,0,0.00335717518585807,-0.000388155275273509
"ZNF524",0,0,0,2.35151509248163e-05,0
"ZNF528",0,0,0,0.000136548232832224,0
"ZNF530",0,0,0,4.93966096417709e-06,0
"ZNF547",0,0,0,0.00102542280625241,0
"ZNF549",0,0,0,5.63575942988114e-06,0
"ZNF558",0,0,0,3.71114816648366e-06,0
"ZNF574",0,0,0,9.94670557078632e-06,0
"ZNF582",0,0,0,8.58902089887093e-05,0
"ZNF610",0,0,0,0.000210864050131989,0
"ZNF652",-0.00105337890319036,0,0,0.00885828363858862,-0.000435123377638779
"ZNF667",0,0,0,8.24417362352858e-05,0
"ZNF669",0,0,0,4.09356021787681e-05,0
"ZNF675",0,0,0,5.55977795419848e-06,0
"ZNF677",0,0,0,3.33228014389884e-05,0
"ZNF680",0,0,0,5.74778701410974e-06,0
"ZNF682",0,0,0,4.39009567878784e-06,0
"ZNF684",0,0,0,9.05275131925458e-06,0
"ZNF692",0.292647167505959,0.208937544576754,0.374158932983527,0.999298040931811,0.293438529792977
"ZNF701",0,0,0,2.53583916879752e-05,0
"ZNF707",0,0,0,0.000172674530158237,0
"ZNF708",0,0,0,8.11374120261678e-06,0
"ZNF740",0,0,0,4.8186317224399e-05,0
"ZNF75A",0,0,0,1.20001649667882e-05,0
"ZNF75D",-0.0072471343365786,-0.183597057646721,0,0.0415147541529801,-0.00882896091674
"ZNF76",0,0,0,2.46239139854096e-05,0
"ZNF766",-3.65409920327125e-05,0,0,0.00122980611060256,-0.000207504388969725
"ZNF768",-0.0125129647860265,-0.221867422460531,0,0.0918926211433759,-0.0154688454264829
"ZNF770",0,0,0,1.87947859690323e-05,0
"ZNF784",0,0,0,8.45152314628177e-06,0
"ZNF8",0,0,0,0.000312434224140604,0
"ZNF816",-3.54070197198789e-05,0,0,0.000701323922299573,0
"ZNF85",0,0,0,5.02039893887251e-06,0
"ZNF93",0,0,0,4.64499126498307e-06,0
"ZSCAN16",0,0,0,0.000316492610619275,0
"ZSCAN21",0,0,0,9.40045174895136e-05,0
"ZSCAN29",0,0,0,2.85655644472565e-05,0
"ZSCAN31",0,0,0,2.51414322930806e-05,0
"ZSCAN4",0,0,0,3.79363351293626e-06,0
